,training_loss_list,validation_loss_list,training_accuracy_list,validation_accuracy_list,confusion_matrix_list,confusion_matrix_list06,confusion_matrix_list08,confusion_matrix_list09,confusion_matrix_list12,accuracy_list,time_list
0,"[256.4184875488281, 44.696678161621094, 17.857515335083008, 12.513861656188965, 16.34172821044922, 8.614130020141602, 11.48375415802002, 9.821677207946777, 9.064764976501465, 7.187758922576904, 8.898115158081055, 7.377519130706787, 7.599467754364014, 5.69744873046875, 7.753215789794922, 5.406965255737305, 5.050745964050293, 6.9748735427856445, 9.196476936340332, 9.27825927734375, 4.732729434967041, 5.7518630027771, 6.269940376281738, 2.771254777908325, 6.089127063751221, 4.858175277709961, 2.866626262664795, 3.8518264293670654, 2.9828293323516846, 3.8947830200195312, 3.087831735610962, 2.520055055618286, 1.2809635400772095, 1.4448730945587158, 6.517553329467773, 2.174548387527466, 2.3590826988220215, 1.884600281715393, 3.3397583961486816, 6.598477363586426, 3.7702279090881348, 2.3441202640533447, 1.4005504846572876, 4.028822898864746, 3.15873384475708, 1.5644140243530273, 3.389587640762329, 2.011752128601074, 2.0681698322296143, 3.5713162422180176, 2.1480729579925537, 1.759080171585083, 2.2294602394104004, 3.21557879447937, 1.555911660194397, 2.1882057189941406, 4.726999759674072, 3.3212008476257324, 3.014681816101074, 1.5443735122680664, 2.109203577041626, 2.7326862812042236, 1.6626863479614258, 3.460219383239746, 1.9130370616912842, 1.0168442726135254, 2.330580949783325, 3.3899319171905518, 1.1409447193145752, 1.2848353385925293, 0.911413848400116, 0.9253261685371399, 1.530654788017273, 1.2408082485198975, 1.6867330074310303, 2.508542776107788, 1.4636390209197998, 1.2344861030578613, 1.1749536991119385, 1.7764196395874023, 0.43929386138916016, 1.0881098508834839, 1.340620756149292, 1.452879786491394, 1.5525078773498535, 0.6916185617446899, 0.4829481542110443, 0.7277151942253113, 1.0950382947921753, 1.3736469745635986, 1.137169599533081, 1.0804033279418945, 0.7551629543304443, 1.0060703754425049, 1.155997633934021, 3.588416814804077, 2.0404977798461914, 0.917055606842041, 0.9576691389083862, 1.1817330121994019]","[80.54405212402344, 32.6754150390625, 15.11070728302002, 13.83012866973877, 12.383769035339355, 9.205615997314453, 14.231317520141602, 6.393705368041992, 7.454135417938232, 16.997121810913086, 4.474106788635254, 7.286406993865967, 5.1651716232299805, 11.24862003326416, 8.05025577545166, 7.329920291900635, 6.200960636138916, 13.277596473693848, 17.097393035888672, 5.43355131149292, 5.196015357971191, 15.884241104125977, 4.916651725769043, 2.140052080154419, 7.3211565017700195, 3.7521700859069824, 4.911825180053711, 2.1641054153442383, 7.727752208709717, 4.071051597595215, 5.445931434631348, 4.781458377838135, 1.764485478401184, 10.295391082763672, 4.609963893890381, 6.6046223640441895, 2.5394327640533447, 2.8863635063171387, 13.230558395385742, 5.226603031158447, 1.357224941253662, 1.4274715185165405, 1.2986130714416504, 14.860947608947754, 3.295996904373169, 3.0001814365386963, 5.711465835571289, 3.2577223777770996, 2.959597110748291, 2.3205249309539795, 3.128063678741455, 2.424034833908081, 4.360431671142578, 2.1181294918060303, 2.207573890686035, 4.312283039093018, 3.542285203933716, 4.576517105102539, 1.910169243812561, 3.0709993839263916, 2.654904842376709, 2.0550267696380615, 4.194994926452637, 2.647573471069336, 2.0792136192321777, 2.710170030593872, 2.9372448921203613, 2.366151809692383, 2.288748025894165, 3.3743643760681152, 1.9385638236999512, 3.3077945709228516, 2.750385046005249, 2.3394815921783447, 3.618911027908325, 5.224854946136475, 3.6501781940460205, 2.920043468475342, 4.328100681304932, 2.555852174758911, 3.974679708480835, 1.4876357316970825, 1.630710244178772, 1.5384800434112549, 1.1478379964828491, 1.2619950771331787, 2.123689651489258, 1.833979845046997, 2.1010053157806396, 4.144479274749756, 1.2087363004684448, 1.5316810607910156, 1.7092113494873047, 0.8341465592384338, 2.175520181655884, 2.163273811340332, 3.0124881267547607, 1.2492636442184448, 2.0214736461639404, 2.9098381996154785]","[0.3542116582393646, 0.5507559180259705, 0.6717062592506409, 0.7473002076148987, 0.6868250370025635, 0.779697597026825, 0.7408207058906555, 0.7969762682914734, 0.7688984870910645, 0.8056155443191528, 0.7775378227233887, 0.8185744881629944, 0.779697597026825, 0.8077753782272339, 0.7840172648429871, 0.8272138237953186, 0.8531317710876465, 0.7883369326591492, 0.7710583209991455, 0.7688984870910645, 0.8531317710876465, 0.8207343220710754, 0.7861770987510681, 0.8984881043434143, 0.8012958765029907, 0.8250539898872375, 0.8596112132072449, 0.8552916049957275, 0.8682505488395691, 0.8423326015472412, 0.8876889944076538, 0.8876889944076538, 0.9092872738838196, 0.9049676060676575, 0.812095046043396, 0.8855291604995728, 0.8898488283157349, 0.8898488283157349, 0.8617710471153259, 0.814254879951477, 0.866090714931488, 0.9006479382514954, 0.917926549911499, 0.8315334916114807, 0.8682505488395691, 0.9200863838195801, 0.8704103827476501, 0.9071274399757385, 0.9006479382514954, 0.866090714931488, 0.8963282704353333, 0.9222462177276611, 0.8963282704353333, 0.866090714931488, 0.8898488283157349, 0.8963282704353333, 0.8488121032714844, 0.866090714931488, 0.8768898248672485, 0.9265658855438232, 0.9006479382514954, 0.9049676060676575, 0.9049676060676575, 0.8747300505638123, 0.9092872738838196, 0.9352051615715027, 0.9092872738838196, 0.8617710471153259, 0.9395248293876648, 0.9200863838195801, 0.9395248293876648, 0.9395248293876648, 0.9136068820953369, 0.9373649954795837, 0.917926549911499, 0.9006479382514954, 0.917926549911499, 0.9222462177276611, 0.9200863838195801, 0.894168496131897, 0.9611231088638306, 0.9200863838195801, 0.9287257194519043, 0.9200863838195801, 0.9071274399757385, 0.9395248293876648, 0.9589632749557495, 0.948164165019989, 0.9373649954795837, 0.9200863838195801, 0.9200863838195801, 0.9373649954795837, 0.9416846632957458, 0.9308855533599854, 0.9222462177276611, 0.8704103827476501, 0.9136068820953369, 0.9373649954795837, 0.9265658855438232, 0.917926549911499]","[0.4660194218158722, 0.6181229948997498, 0.6957928538322449, 0.6957928538322449, 0.6860841512680054, 0.7411003112792969, 0.6860841512680054, 0.7961165308952332, 0.754045307636261, 0.6731391549110413, 0.844660222530365, 0.7637540698051453, 0.8252426981925964, 0.6666666865348816, 0.7572815418243408, 0.7799353003501892, 0.7637540698051453, 0.7475728392601013, 0.6019417643547058, 0.8511326909065247, 0.8802589178085327, 0.647249162197113, 0.8511326909065247, 0.8737863898277283, 0.8122977614402771, 0.8252426981925964, 0.8349514603614807, 0.893203854560852, 0.799352765083313, 0.844660222530365, 0.7702265381813049, 0.8317152261734009, 0.8867313861846924, 0.7216828465461731, 0.8090614676475525, 0.8090614676475525, 0.8737863898277283, 0.8543689250946045, 0.7896440029144287, 0.8543689250946045, 0.9126213788986206, 0.8996763825416565, 0.9158576130867004, 0.7313916087150574, 0.8737863898277283, 0.8511326909065247, 0.7896440029144287, 0.8608414530754089, 0.8802589178085327, 0.8576051592826843, 0.8608414530754089, 0.8770226240158081, 0.8511326909065247, 0.8964401483535767, 0.8899676203727722, 0.8478964567184448, 0.8317152261734009, 0.8317152261734009, 0.909385085105896, 0.8737863898277283, 0.8899676203727722, 0.8834951519966125, 0.8802589178085327, 0.8770226240158081, 0.9029126167297363, 0.8737863898277283, 0.8608414530754089, 0.893203854560852, 0.9190938472747803, 0.8608414530754089, 0.9126213788986206, 0.8705501556396484, 0.8673139214515686, 0.893203854560852, 0.8576051592826843, 0.844660222530365, 0.8640776872634888, 0.8640776872634888, 0.7928802371025085, 0.8737863898277283, 0.8608414530754089, 0.9158576130867004, 0.8964401483535767, 0.8996763825416565, 0.9320388436317444, 0.9255663156509399, 0.8899676203727722, 0.9029126167297363, 0.9029126167297363, 0.8317152261734009, 0.938511312007904, 0.8964401483535767, 0.893203854560852, 0.9223300814628601, 0.9029126167297363, 0.8867313861846924, 0.8802589178085327, 0.9255663156509399, 0.8802589178085327, 0.8640776872634888]","[[ 85   5   1   0]
 [ 16 129   4   0]
 [  8   3 101  33]
 [  0   0   1 130]]","[[21  2  0  0]
 [ 7 29  0  0]
 [ 2  0 27  4]
 [ 0  0  0 33]]","[[19  0  0  0]
 [ 3 36  0  0]
 [ 3  3 32  1]
 [ 0  0  1 35]]","[[21  1  0  0]
 [ 6 32  2  0]
 [ 3  0 20 10]
 [ 0  0  0 27]]","[[24  2  1  0]
 [ 0 32  2  0]
 [ 0  0 22 18]
 [ 0  0  0 35]]",0.8624031007751938,8.43317461013794
1,"[47.05671691894531, 10.142416954040527, 5.948216915130615, 3.1084721088409424, 2.8281478881835938, 2.919604778289795, 2.731433868408203, 1.887335181236267, 1.513200044631958, 1.8846397399902344, 1.2040618658065796, 1.4496064186096191, 1.4226285219192505, 2.3516790866851807, 3.2712020874023438, 1.3500665426254272, 1.0576261281967163, 1.7805684804916382, 2.571709632873535, 1.2748774290084839, 0.961793065071106, 0.6993086934089661, 1.693946361541748, 0.9219204187393188, 0.7684450745582581, 0.42082253098487854, 0.7901657223701477, 0.5504842400550842, 0.6911872029304504, 0.6891589760780334, 0.7099856734275818, 0.6823439002037048, 0.6159687638282776, 0.44407889246940613, 0.7038437128067017, 0.33045461773872375, 0.8434784412384033, 1.3817148208618164, 0.7910134792327881, 0.8008303046226501, 0.5092219710350037, 0.28075188398361206, 0.3959217369556427, 0.7010526657104492, 0.3656712770462036, 0.25906577706336975, 0.2680169343948364, 0.28876134753227234, 0.20275402069091797, 0.3894713222980499, 0.5078785419464111, 0.3413406312465668, 0.3938831686973572, 0.4685892164707184, 0.3729022741317749, 0.3129063546657562, 0.13933365046977997, 0.23251771926879883, 0.3287639915943146, 0.22574006021022797, 0.4018747806549072, 0.3839707374572754, 0.4078192710876465, 0.9913588166236877, 0.35062330961227417, 0.19201360642910004, 0.11143773049116135, 0.3566856384277344, 0.595660388469696, 0.5959779620170593, 0.26893308758735657, 0.33000096678733826, 0.21407276391983032, 0.1392410546541214, 0.19882847368717194, 0.167360320687294, 0.0929388478398323, 0.13854828476905823, 0.07786375284194946, 0.15094155073165894, 0.20175792276859283, 0.09021454304456711, 0.10101506114006042, 0.10608994215726852, 0.23410549759864807, 0.17752553522586823, 0.27818799018859863, 0.13419391214847565, 0.19260460138320923, 0.10406315326690674, 0.18492479622364044, 0.16259810328483582, 0.12125764787197113, 0.12609471380710602, 0.08442965149879456, 0.16893157362937927, 0.12277736514806747, 0.15744994580745697, 0.15388448536396027, 0.4620513617992401]","[13.747286796569824, 8.678997993469238, 3.516140937805176, 3.078718423843384, 3.556096315383911, 3.1514315605163574, 2.13448429107666, 1.3339000940322876, 1.3787509202957153, 1.3540654182434082, 2.0089731216430664, 0.9505343437194824, 1.5076760053634644, 4.20745325088501, 3.067599058151245, 1.021268606185913, 1.1470695734024048, 3.4148170948028564, 2.707095146179199, 1.259210228919983, 0.6647830009460449, 1.4624980688095093, 0.827713131904602, 1.1425065994262695, 1.1288009881973267, 0.7231447100639343, 1.1748631000518799, 1.2378417253494263, 0.5898381471633911, 0.91567063331604, 0.9748691916465759, 0.5238053798675537, 0.7426791787147522, 1.09550940990448, 0.6645674109458923, 0.6567955613136292, 1.3167405128479004, 0.9613074660301208, 2.0079119205474854, 0.9281672239303589, 0.9790279269218445, 0.786374032497406, 1.165482521057129, 0.418501079082489, 0.4718100428581238, 0.7589982748031616, 0.7114960551261902, 0.6644529700279236, 0.7782018780708313, 0.5428109765052795, 1.2082792520523071, 0.4593020975589752, 1.4443631172180176, 0.44619518518447876, 0.5679899454116821, 0.41732126474380493, 0.7676150798797607, 0.4848703444004059, 0.8577957153320312, 0.6536020040512085, 0.7675735354423523, 0.8830755949020386, 1.070046067237854, 1.6217787265777588, 0.36689984798431396, 0.5388466715812683, 0.6622534990310669, 0.7361802458763123, 0.8319651484489441, 1.402897596359253, 0.5511063933372498, 0.47036466002464294, 0.5400596261024475, 0.43803900480270386, 0.4511546790599823, 0.5512046217918396, 0.49917566776275635, 0.6425801515579224, 0.45109814405441284, 0.6780632138252258, 0.37269142270088196, 0.47275087237358093, 0.4085635542869568, 0.799957811832428, 0.5431022047996521, 0.8769224882125854, 0.4562682509422302, 0.528894305229187, 0.2863885760307312, 0.35634851455688477, 0.6090875267982483, 0.6848272085189819, 0.3603241741657257, 0.3475991189479828, 0.38836583495140076, 0.38568636775016785, 0.749552309513092, 0.6297450661659241, 0.8219248056411743, 0.5740513205528259]","[0.39956802129745483, 0.6306695342063904, 0.6825054287910461, 0.7904967665672302, 0.7840172648429871, 0.7840172648429871, 0.7667386531829834, 0.8164147138595581, 0.8401727676391602, 0.8315334916114807, 0.8444924354553223, 0.8358531594276428, 0.8185744881629944, 0.7775378227233887, 0.7645788192749023, 0.8509719371795654, 0.8725702166557312, 0.8293736577033997, 0.7969762682914734, 0.863930881023407, 0.8747300505638123, 0.8963282704353333, 0.8228941559791565, 0.8725702166557312, 0.8898488283157349, 0.9200863838195801, 0.9028077721595764, 0.8876889944076538, 0.8876889944076538, 0.8963282704353333, 0.866090714931488, 0.9071274399757385, 0.9049676060676575, 0.9028077721595764, 0.9006479382514954, 0.9330453276634216, 0.8833693265914917, 0.8164147138595581, 0.8682505488395691, 0.8812094926834106, 0.8963282704353333, 0.9438444972038269, 0.9222462177276611, 0.8963282704353333, 0.917926549911499, 0.9287257194519043, 0.9373649954795837, 0.9200863838195801, 0.9395248293876648, 0.9222462177276611, 0.9028077721595764, 0.9287257194519043, 0.9287257194519043, 0.8984881043434143, 0.915766716003418, 0.9416846632957458, 0.948164165019989, 0.9438444972038269, 0.9244060516357422, 0.9287257194519043, 0.9092872738838196, 0.9071274399757385, 0.9092872738838196, 0.8509719371795654, 0.9287257194519043, 0.946004331111908, 0.9611231088638306, 0.9244060516357422, 0.8898488283157349, 0.8984881043434143, 0.9287257194519043, 0.9287257194519043, 0.9330453276634216, 0.9503239989280701, 0.9373649954795837, 0.948164165019989, 0.9632829427719116, 0.9611231088638306, 0.9719222187995911, 0.9438444972038269, 0.9416846632957458, 0.9654427766799927, 0.9589632749557495, 0.9676026105880737, 0.9373649954795837, 0.9330453276634216, 0.9244060516357422, 0.9632829427719116, 0.948164165019989, 0.9546436071395874, 0.9546436071395874, 0.9395248293876648, 0.9416846632957458, 0.9654427766799927, 0.9784017205238342, 0.9546436071395874, 0.9568034410476685, 0.9524837732315063, 0.948164165019989, 0.8920086622238159]","[0.6084142327308655, 0.5631067752838135, 0.7411003112792969, 0.7864077687263489, 0.7508090734481812, 0.737864077091217, 0.7961165308952332, 0.799352765083313, 0.8381876945495605, 0.8349514603614807, 0.8122977614402771, 0.8511326909065247, 0.8414239287376404, 0.7313916087150574, 0.7184466123580933, 0.8576051592826843, 0.8478964567184448, 0.692556619644165, 0.8187702298164368, 0.8673139214515686, 0.893203854560852, 0.8220064640045166, 0.8640776872634888, 0.8478964567184448, 0.8673139214515686, 0.893203854560852, 0.8673139214515686, 0.8381876945495605, 0.8705501556396484, 0.8349514603614807, 0.8381876945495605, 0.9061488509178162, 0.8899676203727722, 0.8770226240158081, 0.8802589178085327, 0.8770226240158081, 0.8349514603614807, 0.8317152261734009, 0.7411003112792969, 0.8576051592826843, 0.8511326909065247, 0.8673139214515686, 0.8737863898277283, 0.8964401483535767, 0.9061488509178162, 0.8705501556396484, 0.8867313861846924, 0.8705501556396484, 0.8802589178085327, 0.8899676203727722, 0.7896440029144287, 0.9061488509178162, 0.8058252334594727, 0.893203854560852, 0.8737863898277283, 0.9158576130867004, 0.8673139214515686, 0.8996763825416565, 0.8640776872634888, 0.8770226240158081, 0.8834951519966125, 0.8608414530754089, 0.7669903039932251, 0.8122977614402771, 0.9223300814628601, 0.8867313861846924, 0.8834951519966125, 0.8867313861846924, 0.8608414530754089, 0.8155339956283569, 0.893203854560852, 0.8867313861846924, 0.8802589178085327, 0.8964401483535767, 0.893203854560852, 0.893203854560852, 0.8770226240158081, 0.8899676203727722, 0.9061488509178162, 0.8705501556396484, 0.9029126167297363, 0.8834951519966125, 0.8834951519966125, 0.8705501556396484, 0.8964401483535767, 0.8640776872634888, 0.8802589178085327, 0.893203854560852, 0.9288026094436646, 0.8899676203727722, 0.8996763825416565, 0.8964401483535767, 0.8964401483535767, 0.909385085105896, 0.8964401483535767, 0.8802589178085327, 0.8349514603614807, 0.8737863898277283, 0.8349514603614807, 0.8834951519966125]","[[ 70  18   2   1]
 [  7 136   6   0]
 [  0   5 124  16]
 [  0   0   6 125]]","[[19  4  0  0]
 [ 3 33  0  0]
 [ 0  2 30  1]
 [ 0  0  3 30]]","[[19  0  0  0]
 [ 3 36  0  0]
 [ 0  3 35  1]
 [ 0  0  2 34]]","[[11  8  2  1]
 [ 1 37  2  0]
 [ 0  0 29  4]
 [ 0  0  0 27]]","[[21  6  0  0]
 [ 0 30  4  0]
 [ 0  0 30 10]
 [ 0  0  1 34]]",0.8817829457364341,8.467969179153442
2,"[249.3050994873047, 20.822463989257812, 10.647912979125977, 10.225239753723145, 9.264869689941406, 4.677724361419678, 4.5027384757995605, 5.171095848083496, 4.1451735496521, 6.678200721740723, 6.002111911773682, 5.053531646728516, 6.933528900146484, 4.2592315673828125, 4.932744979858398, 4.470237731933594, 4.348208904266357, 1.9931461811065674, 2.469496488571167, 2.6350018978118896, 3.6527013778686523, 4.286095142364502, 2.3935577869415283, 1.5953491926193237, 1.7291591167449951, 2.1713759899139404, 2.1149778366088867, 2.3067402839660645, 4.121112823486328, 1.8986542224884033, 2.6472911834716797, 2.588848352432251, 2.2608838081359863, 2.600323438644409, 1.6865642070770264, 1.040519118309021, 1.8215081691741943, 1.7482801675796509, 1.465912103652954, 1.8171883821487427, 1.6681784391403198, 2.1406033039093018, 2.1967732906341553, 1.192647099494934, 2.3255972862243652, 1.9397366046905518, 1.3220422267913818, 1.9210838079452515, 1.4945951700210571, 1.7125334739685059, 2.564831018447876, 1.609512448310852, 1.2422971725463867, 1.3612558841705322, 1.4551211595535278, 2.4975907802581787, 2.6989293098449707, 3.6498606204986572, 1.5613175630569458, 0.9616906046867371, 0.8257240653038025, 1.0707850456237793, 1.202691674232483, 1.0976942777633667, 1.7446062564849854, 2.250080108642578]","[31.620641708374023, 12.167037963867188, 7.24421501159668, 4.58479642868042, 3.334751605987549, 7.296032905578613, 5.065885543823242, 4.204500675201416, 4.111025333404541, 11.308876037597656, 3.2476847171783447, 20.590539932250977, 8.393917083740234, 10.420052528381348, 5.004794597625732, 7.596347808837891, 5.451596260070801, 1.5921604633331299, 2.0274951457977295, 4.0534491539001465, 1.7094136476516724, 2.4570517539978027, 2.22981333732605, 2.0368740558624268, 1.840682029724121, 2.1695027351379395, 2.2078113555908203, 1.2689440250396729, 7.0636796951293945, 3.6374475955963135, 3.4876625537872314, 1.6291331052780151, 2.334688186645508, 4.007505416870117, 1.3060318231582642, 1.0739973783493042, 1.0389138460159302, 3.383066415786743, 2.1045351028442383, 1.95356285572052, 2.052793502807617, 4.249868392944336, 1.5082073211669922, 1.765877604484558, 2.1065711975097656, 1.3878912925720215, 2.7961697578430176, 4.533072471618652, 3.042203664779663, 7.141129970550537, 1.760880470275879, 1.40519118309021, 2.685682535171509, 1.3383949995040894, 3.465944290161133, 3.2862558364868164, 1.3461800813674927, 1.8560761213302612, 2.2384495735168457, 1.6838651895523071, 2.1012701988220215, 1.9894195795059204, 4.5065999031066895, 0.9349664449691772, 5.372121810913086, 1.577035665512085]","[0.3455723524093628, 0.5982721447944641, 0.6976242065429688, 0.6997840404510498, 0.7105831503868103, 0.7948164343833923, 0.8012958765029907, 0.7840172648429871, 0.8164147138595581, 0.7969762682914734, 0.8272138237953186, 0.8012958765029907, 0.7602591514587402, 0.8164147138595581, 0.8077753782272339, 0.8185744881629944, 0.8207343220710754, 0.8768898248672485, 0.8768898248672485, 0.8682505488395691, 0.8315334916114807, 0.812095046043396, 0.8617710471153259, 0.8812094926834106, 0.8812094926834106, 0.8704103827476501, 0.8596112132072449, 0.8833693265914917, 0.8315334916114807, 0.8876889944076538, 0.8272138237953186, 0.8984881043434143, 0.8790496587753296, 0.8380129337310791, 0.9071274399757385, 0.9308855533599854, 0.8833693265914917, 0.8920086622238159, 0.915766716003418, 0.8725702166557312, 0.8920086622238159, 0.8790496587753296, 0.8704103827476501, 0.8920086622238159, 0.8704103827476501, 0.8833693265914917, 0.9006479382514954, 0.8704103827476501, 0.9006479382514954, 0.8768898248672485, 0.8574513792991638, 0.8855291604995728, 0.8920086622238159, 0.8963282704353333, 0.8833693265914917, 0.8617710471153259, 0.8725702166557312, 0.8358531594276428, 0.8876889944076538, 0.9114471077919006, 0.9265658855438232, 0.9006479382514954, 0.8898488283157349, 0.9265658855438232, 0.8747300505638123, 0.8401727676391602]","[0.4757281541824341, 0.6504854559898376, 0.7443365454673767, 0.7443365454673767, 0.799352765083313, 0.7313916087150574, 0.737864077091217, 0.7961165308952332, 0.7605177760124207, 0.7475728392601013, 0.8349514603614807, 0.6116504669189453, 0.7443365454673767, 0.6407766938209534, 0.8220064640045166, 0.7961165308952332, 0.7961165308952332, 0.8834951519966125, 0.8737863898277283, 0.7896440029144287, 0.9029126167297363, 0.8511326909065247, 0.8802589178085327, 0.8705501556396484, 0.893203854560852, 0.8899676203727722, 0.8770226240158081, 0.8996763825416565, 0.708737850189209, 0.8317152261734009, 0.8317152261734009, 0.8770226240158081, 0.8673139214515686, 0.8576051592826843, 0.8802589178085327, 0.9061488509178162, 0.8867313861846924, 0.8317152261734009, 0.8996763825416565, 0.8673139214515686, 0.8317152261734009, 0.844660222530365, 0.8705501556396484, 0.8705501556396484, 0.8964401483535767, 0.8834951519966125, 0.828478991985321, 0.799352765083313, 0.8705501556396484, 0.6569579243659973, 0.8770226240158081, 0.9061488509178162, 0.8673139214515686, 0.8640776872634888, 0.8090614676475525, 0.8058252334594727, 0.8511326909065247, 0.8381876945495605, 0.8543689250946045, 0.8673139214515686, 0.8834951519966125, 0.8834951519966125, 0.8058252334594727, 0.8964401483535767, 0.7864077687263489, 0.893203854560852]","[[ 77   9   5   0]
 [ 14 124  11   0]
 [  0   6 136   3]
 [  0   0  12 119]]","[[23  0  0  0]
 [ 5 31  0  0]
 [ 0  0 33  0]
 [ 0  0  4 29]]","[[19  0  0  0]
 [ 5 33  1  0]
 [ 0  6 33  0]
 [ 0  0  3 33]]","[[18  1  3  0]
 [ 4 32  4  0]
 [ 0  0 32  1]
 [ 0  0  1 26]]","[[17  8  2  0]
 [ 0 28  6  0]
 [ 0  0 38  2]
 [ 0  0  4 31]]",0.8837209302325582,6.222641229629517
3,"[63.612213134765625, 8.200733184814453, 4.994484901428223, 3.0538394451141357, 3.847698926925659, 2.9883041381835938, 2.583195209503174, 2.75492525100708, 2.9491024017333984, 3.448272228240967, 3.7613041400909424, 3.4636166095733643, 1.4369773864746094, 1.4360837936401367, 1.5642637014389038, 1.7300331592559814, 0.9291647672653198, 1.3994148969650269, 1.1647535562515259, 1.4607336521148682, 1.4166755676269531, 1.7264405488967896, 1.7367571592330933, 1.0342772006988525, 0.7895362377166748, 0.6085684299468994, 1.0779263973236084, 0.7666326761245728, 1.5765501260757446, 2.188953399658203, 1.0312190055847168, 0.9707362055778503, 1.1838573217391968, 0.8324131369590759, 0.4768293499946594, 0.8709057569503784, 1.0166620016098022, 1.2593817710876465, 0.6885370016098022, 0.7262205481529236, 0.4531662166118622, 0.6653138399124146, 0.8969280123710632, 1.060015082359314, 0.5256033539772034, 0.45909562706947327, 0.7898336052894592, 0.8349921107292175, 0.5567671656608582, 0.4910937547683716, 0.42514628171920776, 0.4429434537887573, 0.614341676235199, 0.7778836488723755, 0.8016948103904724, 0.733372688293457]","[9.56740951538086, 5.999492645263672, 2.875114679336548, 3.0874664783477783, 5.280085563659668, 3.801964044570923, 3.4945273399353027, 1.6285823583602905, 4.9914326667785645, 3.028742551803589, 3.2093331813812256, 3.4367427825927734, 1.6342332363128662, 2.4979074001312256, 1.5001648664474487, 1.4133909940719604, 1.1028060913085938, 2.4419779777526855, 0.9073556661605835, 0.8696944713592529, 1.275693655014038, 4.133891582489014, 0.8682008981704712, 1.033921241760254, 2.252082347869873, 0.6385076642036438, 1.1907016038894653, 1.653397798538208, 2.6754026412963867, 2.9851739406585693, 0.8314453959465027, 1.3329378366470337, 1.117751955986023, 0.6149149537086487, 1.0513699054718018, 0.7668901681900024, 1.3876912593841553, 0.9974303841590881, 2.201355457305908, 0.7633864283561707, 1.0365898609161377, 0.9814639687538147, 0.9244707822799683, 2.760390281677246, 0.9062146544456482, 1.0065215826034546, 1.9508036375045776, 1.3553919792175293, 0.8412177562713623, 0.7610150575637817, 0.8252806663513184, 0.8737713098526001, 0.5919754505157471, 0.9305397272109985, 0.9529058337211609, 0.6884340643882751]","[0.3542116582393646, 0.5982721447944641, 0.6652267575263977, 0.7451403737068176, 0.6997840404510498, 0.7386609315872192, 0.7624189853668213, 0.727861762046814, 0.7429805397987366, 0.7321814298629761, 0.7429805397987366, 0.7170626521110535, 0.8293736577033997, 0.8185744881629944, 0.8250539898872375, 0.8056155443191528, 0.8444924354553223, 0.814254879951477, 0.8315334916114807, 0.7861770987510681, 0.8272138237953186, 0.7753779888153076, 0.7991360425949097, 0.8444924354553223, 0.8574513792991638, 0.8790496587753296, 0.8444924354553223, 0.863930881023407, 0.8077753782272339, 0.7861770987510681, 0.8509719371795654, 0.8423326015472412, 0.8164147138595581, 0.8617710471153259, 0.8920086622238159, 0.8682505488395691, 0.8488121032714844, 0.8164147138595581, 0.8790496587753296, 0.8531317710876465, 0.894168496131897, 0.8747300505638123, 0.8596112132072449, 0.8423326015472412, 0.8812094926834106, 0.8768898248672485, 0.8423326015472412, 0.8833693265914917, 0.8984881043434143, 0.8963282704353333, 0.8920086622238159, 0.8876889944076538, 0.8682505488395691, 0.8488121032714844, 0.8380129337310791, 0.8488121032714844]","[0.5436893105506897, 0.6796116232872009, 0.7055016160011292, 0.7637540698051453, 0.6504854559898376, 0.7249190807342529, 0.6699029207229614, 0.799352765083313, 0.6148867607116699, 0.7475728392601013, 0.7475728392601013, 0.737864077091217, 0.8317152261734009, 0.7508090734481812, 0.7508090734481812, 0.8220064640045166, 0.8252426981925964, 0.7864077687263489, 0.799352765083313, 0.8317152261734009, 0.7961165308952332, 0.6957928538322449, 0.8414239287376404, 0.8058252334594727, 0.737864077091217, 0.8576051592826843, 0.8187702298164368, 0.7961165308952332, 0.6990291476249695, 0.7346278429031372, 0.799352765083313, 0.7605177760124207, 0.828478991985321, 0.8511326909065247, 0.8220064640045166, 0.8478964567184448, 0.8058252334594727, 0.8122977614402771, 0.7508090734481812, 0.844660222530365, 0.8349514603614807, 0.8252426981925964, 0.8252426981925964, 0.7184466123580933, 0.828478991985321, 0.8025889992713928, 0.7605177760124207, 0.783171534538269, 0.8414239287376404, 0.7928802371025085, 0.8317152261734009, 0.8511326909065247, 0.8543689250946045, 0.8122977614402771, 0.828478991985321, 0.8414239287376404]","[[ 71  13   5   2]
 [ 11 123  15   0]
 [  2   7 126  10]
 [  0   0   1 130]]","[[20  3  0  0]
 [ 0 35  1  0]
 [ 0  0 31  2]
 [ 0  0  0 33]]","[[19  0  0  0]
 [ 6 31  2  0]
 [ 2  7 29  1]
 [ 0  0  1 35]]","[[14  5  1  2]
 [ 5 29  6  0]
 [ 0  0 32  1]
 [ 0  0  0 27]]","[[18  5  4  0]
 [ 0 28  6  0]
 [ 0  0 34  6]
 [ 0  0  0 35]]",0.872093023255814,5.121367931365967
