,training_loss_list,validation_loss_list,training_accuracy_list,validation_accuracy_list,confusion_matrix_list,accuracy_list,time_list
0,"[67.38934326171875, 10.561644554138184, 5.0306715965271, 3.411912679672241, 3.9396443367004395, 3.106468439102173, 3.012659788131714, 2.3965823650360107, 2.4391143321990967, 1.9433752298355103, 1.6159406900405884, 2.1036901473999023, 2.313385248184204, 2.7855281829833984, 1.251881718635559, 1.938276767730713, 2.041771650314331, 1.6356217861175537, 1.5970557928085327, 2.183387517929077, 3.1154820919036865, 2.9848358631134033, 2.3737895488739014, 1.39064359664917, 0.7317254543304443, 1.0625404119491577, 0.8788699507713318, 0.8692696690559387, 1.028382420539856, 0.8799346685409546, 0.6251741051673889, 0.8422130942344666, 0.5729198455810547, 0.5929356217384338, 0.77679443359375, 0.7753374576568604, 0.5743964314460754, 0.6220985054969788, 1.5913851261138916, 1.3738226890563965, 0.6820379495620728, 0.5551265478134155, 0.38228869438171387, 0.32809966802597046, 0.5148696899414062, 0.5453563928604126, 0.7618512511253357, 0.6264000535011292, 0.34105220437049866, 0.7028943300247192, 0.4561842978000641, 1.0035967826843262, 1.6032027006149292, 0.8417665958404541, 0.3964194059371948, 0.4184638261795044, 0.5886741876602173, 0.7601475715637207, 0.5242629051208496, 0.40452703833580017, 0.17184987664222717, 0.19473163783550262, 0.3047802448272705, 0.3567590117454529, 0.3086526095867157, 0.25657233595848083, 0.4123629927635193, 0.2896174490451813, 0.27711325883865356, 0.39578157663345337, 0.39584264159202576, 0.3331950902938843, 0.2464836686849594, 0.453654408454895, 0.21157026290893555, 0.11639172583818436, 0.19778689742088318, 0.16121521592140198, 0.1417117416858673, 0.13615508377552032, 0.1665622889995575, 0.24346552789211273, 0.15361230075359344, 0.1410711109638214, 0.13319553434848785, 0.2521190047264099, 0.631100058555603, 0.5144343972206116, 0.16633081436157227, 0.17137737572193146, 0.18937453627586365, 0.13647782802581787, 0.22042874991893768, 0.2166898399591446, 0.32669752836227417, 0.151353657245636, 0.16102518141269684, 0.13595257699489594, 0.1538430005311966, 0.09892583638429642]","[13.007660865783691, 7.841434955596924, 5.525820255279541, 3.5883302688598633, 5.538811206817627, 2.493687391281128, 3.5315237045288086, 2.9226934909820557, 3.492177963256836, 2.806399345397949, 4.561867713928223, 2.428236484527588, 3.3841865062713623, 2.6048693656921387, 2.1421618461608887, 2.1257119178771973, 3.549485921859741, 1.921479344367981, 3.8023436069488525, 3.4746766090393066, 3.201687812805176, 4.739986419677734, 2.8495335578918457, 1.6573365926742554, 2.899178981781006, 1.2969305515289307, 1.352120280265808, 2.247814655303955, 1.5719149112701416, 1.7525476217269897, 1.3940801620483398, 1.3868180513381958, 1.804696798324585, 1.0674114227294922, 1.202789068222046, 1.3694266080856323, 1.2390694618225098, 2.3928744792938232, 1.1121466159820557, 1.1647369861602783, 2.0221338272094727, 1.3804435729980469, 0.889600932598114, 1.0894882678985596, 1.0883227586746216, 1.6237245798110962, 1.152670979499817, 0.8518468141555786, 1.761926531791687, 1.2552469968795776, 2.4525985717773438, 3.9401168823242188, 2.674199342727661, 0.8451548218727112, 0.8345940113067627, 1.1350077390670776, 1.7434449195861816, 1.5141198635101318, 1.6775091886520386, 0.6500336527824402, 0.7714452743530273, 0.9150363206863403, 0.7393397688865662, 1.839242935180664, 1.0508309602737427, 0.8835931420326233, 1.3193022012710571, 0.6169124245643616, 1.16793954372406, 0.6435254812240601, 1.1994659900665283, 1.1632394790649414, 0.6904031038284302, 0.7405630350112915, 0.5977709293365479, 0.6425428986549377, 0.5531324148178101, 0.49810850620269775, 0.5320469737052917, 0.6105665564537048, 1.3691924810409546, 0.6170629262924194, 0.613537073135376, 0.5619377493858337, 0.5509740710258484, 0.6107695698738098, 0.7925137281417847, 0.5871008634567261, 0.5735338926315308, 0.72664874792099, 0.5270624160766602, 0.4510202705860138, 0.6392322778701782, 1.4607793092727661, 0.4834272265434265, 0.6394338011741638, 0.5570672750473022, 0.5479387640953064, 0.43000364303588867, 0.48947766423225403]","[0.3952483832836151, 0.6263498663902283, 0.7343412637710571, 0.779697597026825, 0.7624189853668213, 0.7948164343833923, 0.7948164343833923, 0.8034557104110718, 0.8250539898872375, 0.8315334916114807, 0.8228941559791565, 0.8293736577033997, 0.8034557104110718, 0.8272138237953186, 0.8768898248672485, 0.8380129337310791, 0.8574513792991638, 0.8444924354553223, 0.8488121032714844, 0.8358531594276428, 0.7688984870910645, 0.7969762682914734, 0.8207343220710754, 0.8617710471153259, 0.8876889944076538, 0.8876889944076538, 0.8855291604995728, 0.863930881023407, 0.8855291604995728, 0.8855291604995728, 0.9071274399757385, 0.8790496587753296, 0.9049676060676575, 0.9006479382514954, 0.8704103827476501, 0.8812094926834106, 0.894168496131897, 0.8747300505638123, 0.8228941559791565, 0.8423326015472412, 0.8704103827476501, 0.9049676060676575, 0.9222462177276611, 0.9287257194519043, 0.9006479382514954, 0.9114471077919006, 0.8812094926834106, 0.9071274399757385, 0.9114471077919006, 0.8725702166557312, 0.9006479382514954, 0.8531317710876465, 0.812095046043396, 0.8855291604995728, 0.9200863838195801, 0.9071274399757385, 0.894168496131897, 0.8812094926834106, 0.9028077721595764, 0.915766716003418, 0.9503239989280701, 0.9438444972038269, 0.9222462177276611, 0.9222462177276611, 0.9352051615715027, 0.9352051615715027, 0.9136068820953369, 0.9222462177276611, 0.9200863838195801, 0.9049676060676575, 0.9028077721595764, 0.9200863838195801, 0.915766716003418, 0.9071274399757385, 0.946004331111908, 0.9503239989280701, 0.9438444972038269, 0.948164165019989, 0.948164165019989, 0.9632829427719116, 0.9503239989280701, 0.915766716003418, 0.9546436071395874, 0.9524837732315063, 0.948164165019989, 0.9503239989280701, 0.8747300505638123, 0.894168496131897, 0.9546436071395874, 0.9416846632957458, 0.9265658855438232, 0.948164165019989, 0.9395248293876648, 0.9308855533599854, 0.9114471077919006, 0.9589632749557495, 0.9373649954795837, 0.9503239989280701, 0.9416846632957458, 0.9589632749557495]","[0.4757281541824341, 0.6084142327308655, 0.7411003112792969, 0.7281553149223328, 0.7281553149223328, 0.799352765083313, 0.8187702298164368, 0.8317152261734009, 0.737864077091217, 0.8349514603614807, 0.7702265381813049, 0.828478991985321, 0.8025889992713928, 0.8155339956283569, 0.828478991985321, 0.8122977614402771, 0.7152103781700134, 0.844660222530365, 0.7766990065574646, 0.7281553149223328, 0.7799353003501892, 0.8090614676475525, 0.828478991985321, 0.8640776872634888, 0.8025889992713928, 0.8543689250946045, 0.8705501556396484, 0.7864077687263489, 0.8381876945495605, 0.8252426981925964, 0.8705501556396484, 0.8737863898277283, 0.8317152261734009, 0.8640776872634888, 0.8511326909065247, 0.844660222530365, 0.8770226240158081, 0.7669903039932251, 0.8802589178085327, 0.8478964567184448, 0.828478991985321, 0.828478991985321, 0.8737863898277283, 0.8737863898277283, 0.799352765083313, 0.844660222530365, 0.8770226240158081, 0.8834951519966125, 0.8025889992713928, 0.8640776872634888, 0.8155339956283569, 0.7605177760124207, 0.7605177760124207, 0.8414239287376404, 0.893203854560852, 0.8576051592826843, 0.7961165308952332, 0.8543689250946045, 0.7896440029144287, 0.8770226240158081, 0.8640776872634888, 0.8576051592826843, 0.8705501556396484, 0.7961165308952332, 0.8511326909065247, 0.8608414530754089, 0.8478964567184448, 0.8867313861846924, 0.8608414530754089, 0.8737863898277283, 0.8478964567184448, 0.8122977614402771, 0.8770226240158081, 0.8640776872634888, 0.9223300814628601, 0.893203854560852, 0.9029126167297363, 0.9126213788986206, 0.8802589178085327, 0.8834951519966125, 0.8058252334594727, 0.8608414530754089, 0.8834951519966125, 0.9061488509178162, 0.9126213788986206, 0.9061488509178162, 0.8770226240158081, 0.8802589178085327, 0.8770226240158081, 0.9061488509178162, 0.8996763825416565, 0.8964401483535767, 0.8834951519966125, 0.799352765083313, 0.8964401483535767, 0.8802589178085327, 0.8802589178085327, 0.8737863898277283, 0.9061488509178162, 0.8705501556396484]","[[ 86   1   4   0]
 [ 19 112  18   0]
 [  0   3 140   2]
 [  0   0  11 120]]",0.8875968992248062,8.455240726470947
1,"[10.031381607055664, 1.9203027486801147, 1.6397205591201782, 0.9224867224693298, 0.7571375370025635, 0.5936278700828552, 0.5359787344932556, 0.6134591698646545, 0.8301037549972534, 0.5381922125816345, 0.4520331621170044, 0.30432525277137756, 0.33909258246421814, 0.349192351102829, 0.3158339858055115, 0.2972191274166107, 0.39250367879867554, 0.22572167217731476, 0.23235462605953217, 0.20935867726802826, 0.2682409882545471, 0.20288829505443573, 0.1930559277534485, 0.19418802857398987, 0.2766997814178467, 0.2600122392177582, 0.2034362554550171, 0.1635703593492508, 0.171822652220726, 0.13109846413135529, 0.20863556861877441, 0.15727825462818146, 0.12380822747945786, 0.15784655511379242, 0.15653327107429504, 0.23860949277877808, 0.18462121486663818, 0.17256443202495575, 0.13902907073497772, 0.18961851298809052, 0.1373283863067627, 0.14766953885555267, 0.16272972524166107, 0.127460315823555, 0.12143871188163757, 0.10666703432798386, 0.10708454996347427, 0.08757329732179642, 0.09250227361917496, 0.08934178203344345, 0.12010837346315384, 0.10872934758663177, 0.19856181740760803, 0.2765530049800873, 0.1742052286863327, 0.10735761374235153, 0.10315985232591629, 0.1456526666879654, 0.10222632437944412, 0.12685728073120117, 0.1471514105796814, 0.10633362829685211, 0.09203919768333435, 0.08376443386077881, 0.0958031564950943, 0.08788421005010605, 0.1561565101146698, 0.10088066011667252, 0.15535210072994232, 0.16654349863529205, 0.16894778609275818, 0.1767696738243103, 0.13971059024333954, 0.1994597315788269, 0.17313411831855774, 0.12607599794864655, 0.09971597790718079, 0.10004033893346786, 0.11016657203435898, 0.08307886868715286, 0.08121027797460556, 0.10657773911952972, 0.10874757915735245, 0.08662162721157074, 0.09047278761863708, 0.09787686169147491, 0.10110612213611603, 0.05527356639504433, 0.10493937134742737, 0.10074964910745621, 0.09312582015991211, 0.09667805582284927, 0.17247819900512695, 0.18453823029994965, 0.10617291927337646, 0.07279753684997559, 0.08826606720685959, 0.14663293957710266, 0.14083759486675262, 0.10210594534873962]","[2.4756808280944824, 2.4097278118133545, 1.349476933479309, 0.8935452103614807, 1.2357975244522095, 0.6780010461807251, 0.6701765060424805, 1.0562000274658203, 0.8730873465538025, 0.6388505101203918, 0.5307871103286743, 0.434739351272583, 0.5020620226860046, 0.37112855911254883, 0.3384152054786682, 0.712166428565979, 0.36401164531707764, 0.4039989709854126, 0.3680155873298645, 0.5632176399230957, 0.34229522943496704, 0.3338894248008728, 0.26272544264793396, 0.3049876391887665, 0.34555307030677795, 0.22912022471427917, 0.4928460121154785, 0.23443126678466797, 0.2339172661304474, 0.22181791067123413, 0.23717300593852997, 0.24561817944049835, 0.27919089794158936, 0.21515707671642303, 0.2571637034416199, 0.3147393763065338, 0.22265441715717316, 0.3348639905452728, 0.3088683485984802, 0.2958250343799591, 0.26678696274757385, 0.20758108794689178, 0.300207257270813, 0.2849076986312866, 0.30509987473487854, 0.24279221892356873, 0.22837840020656586, 0.19589072465896606, 0.22361750900745392, 0.17075896263122559, 0.4047371447086334, 0.3920210897922516, 0.33873191475868225, 0.5080018639564514, 0.20527370274066925, 0.21959611773490906, 0.20021817088127136, 0.22928521037101746, 0.2336988002061844, 0.3201366066932678, 0.2152189463376999, 0.2664836049079895, 0.1571980118751526, 0.23853887617588043, 0.3025669753551483, 0.20313647389411926, 0.6109039187431335, 0.18464310467243195, 0.26370805501937866, 0.47513148188591003, 0.4609762132167816, 0.2912505269050598, 0.33623459935188293, 0.244691401720047, 0.22226989269256592, 0.27595967054367065, 0.21768373250961304, 0.21479661762714386, 0.21908994019031525, 0.18553337454795837, 0.1677829474210739, 0.14515258371829987, 0.18594472110271454, 0.2813817858695984, 0.18256621062755585, 0.2204788625240326, 0.2519446909427643, 0.16784274578094482, 0.18192574381828308, 0.2116629034280777, 0.1627378612756729, 0.37289950251579285, 0.40600141882896423, 0.284267783164978, 0.17826659977436066, 0.1373494565486908, 0.15591585636138916, 0.36506712436676025, 0.16691097617149353, 0.18407182395458221]","[0.5615550875663757, 0.7429805397987366, 0.7688984870910645, 0.8272138237953186, 0.8552916049957275, 0.8682505488395691, 0.866090714931488, 0.8228941559791565, 0.8250539898872375, 0.8725702166557312, 0.8725702166557312, 0.9028077721595764, 0.8963282704353333, 0.8963282704353333, 0.8963282704353333, 0.8984881043434143, 0.8747300505638123, 0.9222462177276611, 0.917926549911499, 0.9308855533599854, 0.9071274399757385, 0.9244060516357422, 0.9395248293876648, 0.9287257194519043, 0.8920086622238159, 0.8876889944076538, 0.9244060516357422, 0.9416846632957458, 0.9373649954795837, 0.9503239989280701, 0.9330453276634216, 0.9395248293876648, 0.946004331111908, 0.9416846632957458, 0.9330453276634216, 0.9114471077919006, 0.9416846632957458, 0.9438444972038269, 0.9438444972038269, 0.9200863838195801, 0.9546436071395874, 0.948164165019989, 0.948164165019989, 0.946004331111908, 0.9503239989280701, 0.9654427766799927, 0.9589632749557495, 0.9719222187995911, 0.9611231088638306, 0.9740820527076721, 0.948164165019989, 0.9654427766799927, 0.9244060516357422, 0.9092872738838196, 0.9308855533599854, 0.9611231088638306, 0.9632829427719116, 0.9589632749557495, 0.9632829427719116, 0.9524837732315063, 0.9438444972038269, 0.9568034410476685, 0.9568034410476685, 0.9611231088638306, 0.9676026105880737, 0.9719222187995911, 0.9503239989280701, 0.9654427766799927, 0.9373649954795837, 0.9373649954795837, 0.9395248293876648, 0.9265658855438232, 0.9503239989280701, 0.9200863838195801, 0.9438444972038269, 0.948164165019989, 0.9589632749557495, 0.9632829427719116, 0.9568034410476685, 0.9676026105880737, 0.9719222187995911, 0.9611231088638306, 0.9589632749557495, 0.9611231088638306, 0.9611231088638306, 0.9697624444961548, 0.9611231088638306, 0.9827213883399963, 0.9546436071395874, 0.9697624444961548, 0.9546436071395874, 0.9546436071395874, 0.9330453276634216, 0.9352051615715027, 0.9503239989280701, 0.9589632749557495, 0.9676026105880737, 0.948164165019989, 0.946004331111908, 0.9589632749557495]","[0.6375404596328735, 0.7572815418243408, 0.8025889992713928, 0.828478991985321, 0.783171534538269, 0.8414239287376404, 0.7799353003501892, 0.8058252334594727, 0.8058252334594727, 0.844660222530365, 0.8608414530754089, 0.8705501556396484, 0.828478991985321, 0.8673139214515686, 0.8576051592826843, 0.828478991985321, 0.8802589178085327, 0.8576051592826843, 0.8543689250946045, 0.8058252334594727, 0.8737863898277283, 0.8770226240158081, 0.8899676203727722, 0.8834951519966125, 0.8770226240158081, 0.9029126167297363, 0.8511326909065247, 0.9126213788986206, 0.9061488509178162, 0.8996763825416565, 0.9061488509178162, 0.893203854560852, 0.8834951519966125, 0.9190938472747803, 0.8899676203727722, 0.8834951519966125, 0.9126213788986206, 0.8770226240158081, 0.8996763825416565, 0.8899676203727722, 0.893203854560852, 0.9158576130867004, 0.8802589178085327, 0.893203854560852, 0.8802589178085327, 0.8964401483535767, 0.9061488509178162, 0.8996763825416565, 0.909385085105896, 0.9255663156509399, 0.8543689250946045, 0.8640776872634888, 0.8802589178085327, 0.8640776872634888, 0.9158576130867004, 0.909385085105896, 0.9223300814628601, 0.9029126167297363, 0.8996763825416565, 0.8737863898277283, 0.9158576130867004, 0.8867313861846924, 0.9288026094436646, 0.9061488509178162, 0.8996763825416565, 0.9158576130867004, 0.8414239287376404, 0.9352750778198242, 0.8964401483535767, 0.8511326909065247, 0.8511326909065247, 0.9190938472747803, 0.8770226240158081, 0.9126213788986206, 0.9320388436317444, 0.9126213788986206, 0.8996763825416565, 0.9190938472747803, 0.9029126167297363, 0.9320388436317444, 0.9482200741767883, 0.938511312007904, 0.9190938472747803, 0.8737863898277283, 0.9288026094436646, 0.9190938472747803, 0.9061488509178162, 0.9320388436317444, 0.9223300814628601, 0.9223300814628601, 0.938511312007904, 0.909385085105896, 0.8770226240158081, 0.8867313861846924, 0.9126213788986206, 0.9482200741767883, 0.9352750778198242, 0.8673139214515686, 0.9223300814628601, 0.9320388436317444]","[[ 79   9   3   0]
 [  3 141   5   0]
 [  1   8 125  11]
 [  0   0   4 127]]",0.9147286821705426,8.621076107025146
2,"[40.01258850097656, 5.86270809173584, 2.551414966583252, 2.3945231437683105, 1.747198462486267, 2.147735118865967, 3.08562970161438, 1.9694081544876099, 2.45857572555542, 2.0926973819732666, 1.8131914138793945, 1.661513090133667, 2.3980414867401123, 3.2295925617218018, 1.2350572347640991, 0.9111986756324768, 0.8783246874809265, 0.9389934539794922, 1.4123197793960571, 1.0685415267944336, 0.813199520111084, 0.3987513482570648, 0.826178789138794, 0.3745271861553192, 0.38109323382377625, 0.31133413314819336, 0.2788429856300354, 0.4337450861930847, 0.46291759610176086, 0.4417060315608978, 0.24528025090694427, 0.3772224485874176, 0.23789909482002258, 0.40956854820251465, 0.6024233102798462, 0.45690467953681946, 0.43694618344306946, 0.6153203248977661, 0.28435268998146057, 0.30082008242607117, 0.2329605668783188, 0.212620347738266, 0.3089185953140259, 0.1832003891468048, 0.16632241010665894, 0.1693434864282608, 0.16594147682189941, 0.1313478946685791, 0.1912255436182022, 0.13550591468811035, 0.23954890668392181, 0.2755098342895508, 0.12871244549751282, 0.13594450056552887, 0.11849965155124664, 0.17321144044399261, 0.114430733025074, 0.15445727109909058, 0.21673539280891418, 0.13924507796764374, 0.12751196324825287, 0.1431068778038025, 0.15600647032260895, 0.12616905570030212, 0.1221066489815712, 0.1067061573266983, 0.09452133625745773, 0.11205336451530457, 0.110811248421669, 0.17326593399047852, 0.11671409010887146, 0.13151641190052032, 0.08979983627796173, 0.09206809848546982, 0.08649313449859619, 0.12725278735160828, 0.13365064561367035, 0.10531894862651825, 0.17296844720840454, 0.09340520203113556, 0.09600445628166199, 0.12352436780929565, 0.17010296881198883, 0.1631798893213272, 0.23433217406272888, 0.24773067235946655, 0.14128121733665466, 0.12039130926132202, 0.08499918133020401, 0.10817383229732513, 0.09698363393545151, 0.08259488642215729, 0.09449169784784317, 0.13222475349903107]","[14.204376220703125, 4.359219074249268, 3.537630796432495, 3.1378941535949707, 2.4532718658447266, 4.518337249755859, 4.6764726638793945, 4.1467509269714355, 1.6596806049346924, 3.7834653854370117, 4.74407958984375, 2.2053263187408447, 1.8825260400772095, 2.9609084129333496, 1.2112083435058594, 1.5657484531402588, 1.3564834594726562, 1.1941406726837158, 1.0150718688964844, 1.5370954275131226, 0.6173418760299683, 0.8331671953201294, 0.6572252511978149, 0.7774161100387573, 0.7329836487770081, 0.6372835636138916, 1.2994179725646973, 0.5564311742782593, 0.7294077277183533, 0.6728455424308777, 0.294265478849411, 0.42986348271369934, 0.6499737501144409, 0.42063069343566895, 1.113400936126709, 0.3658047616481781, 0.4362705945968628, 0.7491295337677002, 0.6527712345123291, 0.6545857787132263, 0.4077377915382385, 0.25053438544273376, 1.1697666645050049, 0.34584394097328186, 0.356890469789505, 0.3443114161491394, 0.21101613342761993, 0.31909698247909546, 0.21408818662166595, 0.3440648317337036, 0.8947063684463501, 0.3920843303203583, 0.2782953381538391, 0.4510495662689209, 0.20939569175243378, 0.23227259516716003, 0.2875411808490753, 0.2172488123178482, 0.3899326026439667, 0.30754879117012024, 0.2498667985200882, 0.20854996144771576, 0.45016056299209595, 0.1999838799238205, 0.20838022232055664, 0.23664934933185577, 0.31180426478385925, 0.4345540702342987, 0.2785651981830597, 0.2831035852432251, 0.2865097224712372, 0.20221976935863495, 0.3627380430698395, 0.3213440179824829, 0.2516675591468811, 0.37562721967697144, 0.21242044866085052, 0.38454002141952515, 0.2434038519859314, 0.23228487372398376, 0.234480082988739, 0.2844698429107666, 0.23550505936145782, 0.29463642835617065, 0.3932918608188629, 0.2969089150428772, 0.3315938413143158, 0.19591695070266724, 0.29856961965560913, 0.3261018991470337, 0.25353172421455383, 0.2498001754283905, 0.5489773750305176, 0.25816479325294495]","[0.46868249773979187, 0.6738660931587219, 0.7926566004753113, 0.812095046043396, 0.7969762682914734, 0.7948164343833923, 0.7516198754310608, 0.8509719371795654, 0.7904967665672302, 0.8488121032714844, 0.8380129337310791, 0.8185744881629944, 0.7969762682914734, 0.7559395432472229, 0.8596112132072449, 0.8876889944076538, 0.8725702166557312, 0.8509719371795654, 0.8401727676391602, 0.8423326015472412, 0.8812094926834106, 0.9244060516357422, 0.8790496587753296, 0.9136068820953369, 0.917926549911499, 0.915766716003418, 0.9244060516357422, 0.894168496131897, 0.9092872738838196, 0.9071274399757385, 0.9287257194519043, 0.9136068820953369, 0.9352051615715027, 0.9200863838195801, 0.866090714931488, 0.9049676060676575, 0.8920086622238159, 0.8920086622238159, 0.9308855533599854, 0.9114471077919006, 0.9200863838195801, 0.9330453276634216, 0.9222462177276611, 0.9416846632957458, 0.9395248293876648, 0.9416846632957458, 0.9352051615715027, 0.9611231088638306, 0.9330453276634216, 0.9568034410476685, 0.9265658855438232, 0.9092872738838196, 0.9524837732315063, 0.946004331111908, 0.948164165019989, 0.946004331111908, 0.9676026105880737, 0.9330453276634216, 0.9265658855438232, 0.948164165019989, 0.9438444972038269, 0.946004331111908, 0.9373649954795837, 0.9611231088638306, 0.9568034410476685, 0.9568034410476685, 0.9719222187995911, 0.948164165019989, 0.9654427766799927, 0.9352051615715027, 0.9416846632957458, 0.9524837732315063, 0.948164165019989, 0.9719222187995911, 0.9611231088638306, 0.9546436071395874, 0.9611231088638306, 0.9611231088638306, 0.9395248293876648, 0.9740820527076721, 0.9632829427719116, 0.9589632749557495, 0.9352051615715027, 0.9438444972038269, 0.9287257194519043, 0.9049676060676575, 0.946004331111908, 0.9632829427719116, 0.9589632749557495, 0.9589632749557495, 0.9676026105880737, 0.9654427766799927, 0.9611231088638306, 0.948164165019989]","[0.582524299621582, 0.7605177760124207, 0.7669903039932251, 0.7669903039932251, 0.7766990065574646, 0.6051779985427856, 0.7184466123580933, 0.7249190807342529, 0.8317152261734009, 0.7572815418243408, 0.7734627723693848, 0.7896440029144287, 0.7734627723693848, 0.8317152261734009, 0.8576051592826843, 0.7928802371025085, 0.7766990065574646, 0.7669903039932251, 0.8673139214515686, 0.8381876945495605, 0.8543689250946045, 0.8478964567184448, 0.8478964567184448, 0.8608414530754089, 0.8737863898277283, 0.8705501556396484, 0.7734627723693848, 0.8802589178085327, 0.8834951519966125, 0.8834951519966125, 0.9126213788986206, 0.9126213788986206, 0.8640776872634888, 0.8737863898277283, 0.7961165308952332, 0.8964401483535767, 0.9029126167297363, 0.8640776872634888, 0.8899676203727722, 0.893203854560852, 0.8899676203727722, 0.9190938472747803, 0.8381876945495605, 0.909385085105896, 0.9061488509178162, 0.909385085105896, 0.938511312007904, 0.9029126167297363, 0.909385085105896, 0.9158576130867004, 0.8511326909065247, 0.9029126167297363, 0.9126213788986206, 0.8867313861846924, 0.9288026094436646, 0.9288026094436646, 0.8964401483535767, 0.9190938472747803, 0.8996763825416565, 0.9158576130867004, 0.893203854560852, 0.9288026094436646, 0.8802589178085327, 0.9449838399887085, 0.938511312007904, 0.9190938472747803, 0.9061488509178162, 0.8770226240158081, 0.9126213788986206, 0.9158576130867004, 0.909385085105896, 0.9190938472747803, 0.8770226240158081, 0.9061488509178162, 0.9320388436317444, 0.8802589178085327, 0.9223300814628601, 0.893203854560852, 0.9190938472747803, 0.9190938472747803, 0.9352750778198242, 0.9126213788986206, 0.9029126167297363, 0.8867313861846924, 0.8737863898277283, 0.9029126167297363, 0.9029126167297363, 0.9417475461959839, 0.8996763825416565, 0.8867313861846924, 0.9223300814628601, 0.9223300814628601, 0.8640776872634888, 0.9223300814628601]","[[ 83   6   2   0]
 [  8 138   3   0]
 [  1   5 133   6]
 [  0   0   2 129]]",0.936046511627907,8.047395944595337
